Geneid	0_R1	0_R2	0_R3	0_R4	2_R1	2_R2	2_R3	2_R4	5_R1	5_R2	5_R3	5_R4	10_R1	10_R2	10_R3	10_R4	20_R1	20_R2	20_R3	20_R4	30_R1	30_R2	30_R3	30_R4	40_R1	40_R2	40_R3	40_R4	Entity	Symbol
gene-NRS_2243	24299	16371	14791	20800	24605	13946	13608	20645	13875	12023	16404	10639	5667	14068	15121	13801	7329	8532	3727	4866	10090	7404	8743	6674	11553	6736	5430	5113	host	gene-NRS_2243
gene-NRS_631	3412	3514	6617	3378	3878	2348	2807	3823	2686	2140	2446	2186	1372	2451	4196	2550	1940	2035	1049	1358	2152	1730	2124	2850	2005	1182	1123	1011	host	gene-NRS_631
gene-NRS_1114	855	2632	2989	3207	745	2265	2385	2990	371	1081	1621	1190	383	489	398	345	207	284	207	189	322	288	345	234	405	262	246	187	host	gene-NRS_1114
gene-NRS_1539	3411	3322	3203	3123	2724	3349	3304	3513	1932	2579	3030	2651	1132	891	1422	1052	642	933	785	598	1182	824	993	667	850	786	449	545	host	gene-NRS_1539
gene-CPT_phageK_gp087	303	434	492	197	3471	3110	4718	5937	15847	28303	22312	25351	21695	8659	17734	8832	5084	13845	2447	2917	3459	4640	5687	3643	2129	1506	1512	1294	phage	gene-CPT_phageK_gp087
gene-NRS_1891	4930	3443	2950	3283	4854	2907	3167	4073	3556	2441	2697	2505	1171	1626	3423	1607	1475	1624	683	765	1759	1423	1823	1310	1629	972	847	675	host	gene-NRS_1891
gene-NRS_187	8678	3639	2863	3519	8484	2409	2463	3285	5265	1471	1494	1483	762	1864	5497	2037	2717	3780	1750	2153	3242	2888	3614	2350	3261	1801	1621	1379	host	gene-NRS_187
gene-NRS_499	13255	11758	10468	13978	15863	11372	10359	14110	9124	6380	8066	6856	3663	9167	10593	6674	4790	5751	5678	5053	5875	4351	5658	4372	5085	3562	3404	2985	host	gene-NRS_499
gene-NRS_2646	327	388	292	396	313	176	233	398	234	210	205	244	114	251	266	192	135	128	89	114	126	136	151	128	115	68	115	93	host	gene-NRS_2646
gene-NRS_1956	3609	728	728	682	511	464	558	651	342	466	585	434	315	467	441	438	271	470	248	256	409	474	651	403	414	399	384	241	host	gene-NRS_1956
gene-CPT_phageK_gp225	644	2641	1197	969	8920	7464	8165	14568	46341	56195	59089	72988	121351	115902	206986	142621	200531	211981	119339	126895	106942	134887	151370	110235	70704	46174	49678	43040	phage	gene-CPT_phageK_gp225
gene-NRS_64	988	1472	813	1072	1146	601	895	1159	656	489	512	622	221	426	596	417	387	351	247	233	420	303	442	308	345	247	337	210	host	gene-NRS_64
gene-NRS_1022	2826	3808	3231	3600	2430	2638	2852	3971	1220	2054	2263	1943	818	1176	1046	993	530	638	251	328	871	555	634	549	904	447	357	355	host	gene-NRS_1022
gene-NRS_2007	187	174	169	138	177	90	144	153	92	107	133	88	62	69	136	69	68	99	42	46	117	89	113	72	105	58	41	47	host	gene-NRS_2007
gene-NRS_1300	482	249	391	161	543	274	276	341	299	299	217	222	160	171	213	51	116	172	87	97	176	74	177	104	132	44	64	51	host	gene-NRS_1300
gene-NRS_2267	2393	2455	2144	2116	2684	1813	2159	2499	1453	1303	1486	1392	703	1133	1551	1184	742	908	427	521	893	770	936	741	837	543	508	425	host	gene-NRS_2267
gene-CPT_phageK_gp149	429	1900	741	723	4561	4444	6369	10049	25437	40242	42695	52168	81680	102170	121027	108455	119170	142345	120106	100643	95334	99072	116219	84437	59977	75626	50581	41414	phage	gene-CPT_phageK_gp149
gene-NRS_1953	329	653	687	539	381	334	479	650	256	389	528	444	283	322	442	380	208	381	181	220	315	321	595	384	283	243	252	192	host	gene-NRS_1953
gene-NRS_234	692	718	694	710	487	466	512	705	322	403	507	390	260	387	403	398	408	311	117	168	708	414	442	401	899	492	270	234	host	gene-NRS_234
gene-NRS_1455	5	5	5	4	4	1	0	2	1	5	2	2	0	5	5	1	3	1	2	1	3	0	1	3	4	3	1	5	host	gene-NRS_1455
gene-NRS_1452	35	32	38	35	36	23	31	40	12	15	35	23	2	20	21	14	15	20	5	9	23	10	20	24	14	7	21	18	host	gene-NRS_1452
gene-NRS_455	137	165	108	123	155	73	126	139	110	82	108	99	41	75	114	74	44	82	35	64	110	79	87	62	86	64	55	37	host	gene-NRS_455
gene-NRS_2602	2718	2151	1813	1939	3003	1491	1812	2309	1588	1187	1262	1192	527	895	1466	706	625	709	368	382	724	509	769	585	627	345	352	310	host	gene-NRS_2602
gene-NRS_2282	1342	1196	1241	880	1230	786	917	1347	803	732	648	691	332	180	472	165	207	224	160	172	250	196	307	250	252	107	165	113	host	gene-NRS_2282
gene-NRS_666	12860	15164	14199	18677	13324	13590	13484	19196	6829	8009	10691	8788	3567	7332	7369	7280	4030	4779	2354	2916	5906	4503	5643	4076	6499	4321	3391	2946	host	gene-NRS_666
gene-NRS_863	68541	61498	60171	76979	65314	56834	56726	77239	37346	36369	43815	38398	17804	41988	47668	39279	24809	26090	19336	19617	31360	24175	28751	21145	34745	21634	19220	17173	host	gene-NRS_863
gene-NRS_1634	3980	4204	3736	4053	3788	2858	3380	4634	2135	2158	2413	2074	937	1541	1991	1414	1047	1111	652	700	1339	994	1258	833	1353	679	786	686	host	gene-NRS_1634
gene-NRS_1965	1679	2130	2079	2127	1646	1568	1586	2092	871	1138	1418	1074	679	1137	1161	1169	689	1057	557	573	817	949	1332	789	800	843	742	573	host	gene-NRS_1965
gene-NRS_748	4325	3550	3219	3484	4105	2501	3026	4055	2718	2317	2577	2518	1293	2048	3085	1933	1482	1645	522	792	2016	1536	1888	1320	1711	1066	929	787	host	gene-NRS_748
gene-NRS_2192	775	727	588	729	912	641	644	843	552	448	435	380	186	379	486	296	267	320	138	144	326	241	300	224	264	180	149	150	host	gene-NRS_2192
gene-NRS_1165	120	85	99	99	100	74	95	135	44	70	73	51	47	52	60	36	24	37	20	21	47	31	35	25	40	24	15	27	host	gene-NRS_1165
gene-NRS_2528	1364	1269	1104	1319	1420	852	1062	1420	907	705	814	756	341	713	993	783	518	597	362	367	689	565	665	483	605	386	411	350	host	gene-NRS_2528
gene-NRS_1357	5141	3999	3711	3725	5121	3196	3297	4809	3420	2681	2798	2671	1245	2073	3337	2044	1500	1666	937	1166	1698	1394	1801	1285	1796	1026	906	849	host	gene-NRS_1357
gene-NRS_1816	11524	7238	7068	5942	11912	5795	5843	8034	7601	4440	4136	4145	2267	2681	8955	3267	3392	4177	1284	2025	4006	2804	4400	3063	3989	2217	1950	1646	host	gene-NRS_1816
gene-NRS_986	3677	3347	2920	2909	3651	2844	3350	4188	2362	2451	2842	2670	1641	2009	2764	1162	1406	1606	965	1044	1755	1317	1962	1296	1277	851	781	693	host	gene-NRS_986
gene-NRS_211	160	143	101	126	177	70	118	150	116	86	84	93	51	81	118	85	68	76	55	56	117	72	112	90	82	65	49	50	host	gene-NRS_211
gene-NRS_130	562	465	404	510	574	301	355	444	391	223	289	257	107	225	523	214	208	184	96	96	226	193	240	178	200	152	102	106	host	gene-NRS_130
gene-NRS_903	1295	987	872	770	1065	1018	812	1035	812	784	795	736	407	277	695	288	333	348	323	282	381	292	375	320	348	254	163	192	host	gene-NRS_903
gene-NRS_708	2623	1873	1772	1795	2535	1289	1519	1899	1455	1106	1136	1157	556	1140	1789	1197	1089	1177	512	693	1850	1033	1415	915	2544	1011	901	872	host	gene-NRS_708
gene-NRS_2218	100763	128840	113314	99557	70109	84233	94575	125529	33683	73103	73561	69604	27699	33860	30550	38770	18825	20689	9595	11353	26555	23277	27675	19429	36720	18678	17498	15139	host	gene-NRS_2218
gene-NRS_2463	645	472	488	445	672	387	357	500	441	297	350	302	125	220	444	232	169	232	87	83	226	192	237	168	251	156	103	102	host	gene-NRS_2463
gene-NRS_114	3953	3629	2976	3526	3853	2515	2831	3723	2378	1985	2398	2108	988	1700	2536	1620	1140	1364	593	732	1559	1205	1494	1101	1369	877	886	692	host	gene-NRS_114
gene-NRS_2202	5235	4387	3693	4775	5341	3657	4090	5428	2890	2541	2741	2372	1058	2416	2896	2330	1482	1549	957	1092	1875	1260	1660	1091	1944	944	949	885	host	gene-NRS_2202
gene-CPT_phageK_gp170	90	294	166	150	1282	794	1146	2092	3349	3847	4222	4510	5756	8608	10952	11950	27461	34710	18776	19068	21676	21091	33603	17269	15930	12821	11150	9602	phage	gene-CPT_phageK_gp170
gene-NRS_765	2818	2382	1975	1904	2522	1539	1820	2462	1832	1516	1483	1446	944	761	1623	824	815	791	462	478	848	656	844	646	780	480	439	420	host	gene-NRS_765
gene-NRS_2440	3236	2537	2434	1861	3216	1518	1634	2335	1478	1112	1188	1208	547	567	1092	576	507	600	254	329	748	446	668	492	813	340	323	313	host	gene-NRS_2440
gene-NRS_2322	1012	825	712	832	1233	658	743	1024	734	459	526	443	255	454	869	437	364	402	239	249	504	340	489	342	440	288	238	236	host	gene-NRS_2322
gene-NRS_609	1150	798	696	531	1402	692	755	787	609	655	583	550	283	194	379	168	155	194	133	121	200	175	232	158	174	82	99	102	host	gene-NRS_609
gene-NRS_1486	55367	48842	44347	58795	57249	42706	41833	60251	35276	27479	30663	28289	13152	29549	38808	26124	18737	19344	13695	13766	22101	17479	21068	15498	23226	13478	13397	11929	host	gene-NRS_1486
gene-NRS_2438	701	663	542	604	726	447	554	653	485	367	451	398	167	292	517	247	205	244	123	122	330	228	309	205	270	162	130	116	host	gene-NRS_2438
gene-NRS_2131	2060	2595	2191	2310	2242	1743	2179	2394	1191	1417	1946	1556	742	1108	1198	1052	608	807	559	532	835	711	913	604	683	520	440	415	host	gene-NRS_2131
gene-NRS_598	481	310	321	253	437	180	253	287	259	232	205	209	122	96	197	131	87	107	78	88	121	100	143	101	125	69	61	61	host	gene-NRS_598
gene-NRS_882	2280	3506	2904	3420	2446	1299	2262	3443	1297	1415	1745	1776	813	1282	1612	1828	929	1087	522	690	1312	985	1315	888	1492	1121	952	837	host	gene-NRS_882
gene-NRS_1981	1244	771	692	640	507	527	582	813	419	591	584	512	373	615	494	335	332	440	137	125	345	410	583	357	311	246	303	184	host	gene-NRS_1981
gene-NRS_2679	184	219	236	241	213	146	220	197	138	170	203	176	72	110	158	98	94	105	42	46	84	67	104	68	84	73	70	52	host	gene-NRS_2679
gene-NRS_1730	11440	9351	8514	8334	9967	6454	12384	9998	6273	5845	6001	5362	2377	3378	5870	3994	2718	3125	1965	2141	3639	2694	3485	2511	3721	2205	1869	1729	host	gene-NRS_1730
gene-NRS_535	122239	168804	150190	238936	105111	144756	141831	203243	45641	73193	89672	74640	31024	73224	50593	58410	32544	31442	16555	18758	47358	33987	37122	29483	58236	33797	27395	24142	host	gene-NRS_535
gene-NRS_260	20588	17194	15496	16685	19765	13049	14591	19387	12430	9505	11032	9358	4275	8231	12681	8204	6008	6307	2916	3384	7460	5994	7337	5134	6600	4111	3963	3505	host	gene-NRS_260
gene-NRS_1787	24	29	31	40	34	20	21	30	20	11	22	24	10	17	17	14	18	18	11	9	18	18	17	28	21	12	13	9	host	gene-NRS_1787
gene-NRS_351	692	572	496	696	888	518	597	657	540	370	516	402	260	516	681	429	288	386	119	168	399	299	378	256	299	204	182	162	host	gene-NRS_351
gene-NRS_935	670	668	566	736	768	409	552	731	470	391	408	390	236	478	571	413	292	379	188	206	331	280	387	256	230	190	222	180	host	gene-NRS_935
gene-NRS_1703	3064	2112	1968	1782	2976	1849	1986	2461	1843	1512	1721	1742	802	930	1701	1130	650	868	397	473	927	697	894	645	815	463	449	390	host	gene-NRS_1703
gene-NRS_425	249	206	185	160	126	102	113	167	107	81	70	70	31	44	61	23	31	40	24	27	34	23	53	32	30	16	14	16	host	gene-NRS_425
gene-CPT_phageK_gp189	1	2	5	7	17	7	12	32	37	46	44	66	35	38	63	51	89	87	81	84	169	142	194	159	426	281	295	271	phage	gene-CPT_phageK_gp189
gene-NRS_1050	12744	21187	17826	13806	7758	12267	15689	18535	4298	13510	13659	12502	4719	3884	3429	4371	2110	2447	783	1147	2818	2835	3100	1960	3568	1978	1796	1492	host	gene-NRS_1050
gene-NRS_49	92	119	100	126	117	95	99	142	66	79	59	77	34	66	37	62	35	32	13	22	50	45	69	37	65	35	34	23	host	gene-NRS_49
gene-NRS_101	403	394	370	385	427	244	323	429	246	205	254	202	122	141	249	142	119	137	52	68	171	150	172	147	132	101	81	78	host	gene-NRS_101
gene-NRS_1368	2841	2716	2518	2700	2834	1902	1959	2749	1581	1285	1420	1376	551	1104	1845	1355	875	879	528	541	962	763	1013	695	1005	617	581	512	host	gene-NRS_1368
gene-NRS_630	893	917	907	973	988	746	780	1129	650	531	742	593	349	621	1190	625	594	495	154	262	779	549	713	466	776	457	347	343	host	gene-NRS_630
gene-NRS_1683	2181	1755	2190	1585	2130	1173	1187	1684	1378	877	873	845	455	770	1549	988	885	872	666	662	1099	824	1028	723	1233	683	672	578	host	gene-NRS_1683
gene-NRS_1431	75	64	72	76	80	45	58	76	73	41	61	86	21	33	49	22	24	27	11	15	40	24	39	22	32	17	20	14	host	gene-NRS_1431
gene-NRS_2233	161643	249483	213031	291729	123400	189151	195333	275612	53894	116992	142371	121421	45840	103435	68634	106919	47741	46826	26183	28468	67197	57528	59447	44436	87447	55605	42447	38211	host	gene-NRS_2233
gene-NRS_301	730	825	857	735	649	591	739	865	332	588	591	557	222	279	354	238	142	206	148	134	202	165	278	185	208	141	129	106	host	gene-NRS_301
gene-NRS_1826	124	149	151	180	129	112	130	144	58	98	118	80	44	101	115	98	52	59	31	36	72	64	69	47	61	41	53	35	host	gene-NRS_1826
gene-NRS_1423	86	79	75	65	86	72	65	95	67	69	60	53	29	44	83	44	45	34	17	19	36	54	36	22	36	25	21	10	host	gene-NRS_1423
gene-NRS_1757	6820	5445	4656	4127	6693	4188	4701	5421	4571	4152	3165	3188	1645	2076	5173	1917	2152	2308	953	1290	2445	1914	2509	1896	2091	1321	1282	1184	host	gene-NRS_1757
gene-NRS_629	921	988	983	846	941	669	761	1073	651	593	659	595	340	507	1096	585	607	482	166	301	767	533	721	478	764	426	331	319	host	gene-NRS_629
gene-NRS_591	698	559	473	384	655	349	470	590	427	360	357	306	170	175	402	224	166	248	96	124	284	202	302	203	249	168	128	124	host	gene-NRS_591
gene-NRS_2443	2462	2216	1910	2662	2772	1900	2145	2705	1790	1519	1655	1345	681	1806	2093	1405	1040	1149	789	750	1305	1064	1325	949	949	668	679	589	host	gene-NRS_2443
gene-NRS_2483	308	630	199	245	465	169	304	383	240	181	204	238	89	111	189	180	92	113	67	69	134	103	155	102	134	89	70	56	host	gene-NRS_2483
gene-NRS_2518	834	778	655	728	763	626	563	820	448	421	438	387	193	366	602	439	310	315	213	222	507	345	384	253	509	313	262	233	host	gene-NRS_2518
gene-NRS_966	5141	5820	5175	5908	4653	4542	5080	6293	2432	3154	3622	3231	1305	2595	2485	2142	1324	1375	611	718	2003	1444	1868	1334	1960	1235	946	935	host	gene-NRS_966
gene-NRS_366	866	847	691	979	1075	714	717	1065	674	402	525	474	204	517	777	454	387	451	367	361	450	342	468	312	363	295	280	208	host	gene-NRS_366
gene-NRS_1360	862	1361	1650	1697	920	1559	1397	1894	533	875	1095	893	504	785	585	403	310	414	390	326	402	327	486	378	328	175	224	216	host	gene-NRS_1360
gene-NRS_1394	2512	2159	1925	2434	2551	1935	1901	2761	1746	1589	1819	1621	854	1582	2106	1665	956	1230	615	684	1291	1100	1417	968	1131	759	685	604	host	gene-NRS_1394
gene-NRS_1728	6363	4580	3787	4785	7869	3995	4633	5116	4379	2510	2934	2661	1204	2549	3738	2069	1637	1870	1086	1091	1977	1457	1882	1314	1595	1027	995	872	host	gene-NRS_1728
gene-NRS_1789	53	53	48	46	38	55	44	44	32	40	44	45	24	22	27	31	22	36	12	18	37	42	49	33	46	33	32	20	host	gene-NRS_1789
gene-NRS_253	68	54	46	34	57	28	40	56	27	34	34	42	15	25	41	25	22	12	9	10	27	30	32	14	25	25	15	6	host	gene-NRS_253
gene-CPT_phageK_gp106	196	644	386	391	3220	3266	3771	6407	14708	20396	22687	25025	36413	49131	66716	42367	32950	43193	20363	21673	25830	24258	32957	23516	19397	16685	15260	12351	phage	gene-CPT_phageK_gp106
gene-NRS_1055	528	342	330	345	610	297	330	395	352	211	265	201	94	183	397	225	121	182	138	117	169	158	196	96	179	99	64	92	host	gene-NRS_1055
gene-NRS_2460	993	940	802	701	1017	691	772	931	642	588	571	578	294	452	823	521	307	393	122	167	332	349	379	311	288	201	187	144	host	gene-NRS_2460
gene-NRS_1979	406	400	369	189	315	316	336	373	200	382	342	271	246	119	161	188	91	107	83	61	103	149	196	100	99	96	115	76	host	gene-NRS_1979
gene-NRS_1632	68408	120290	81990	93250	66712	83834	94448	119690	24829	60986	94693	60647	27676	39577	34049	50627	17814	21386	15888	15201	26202	22240	26204	18729	32387	19949	17157	15831	host	gene-NRS_1632
gene-NRS_1562	27514	28905	25193	30316	27393	19334	22489	31387	17713	16909	18516	17684	8886	21692	27211	18246	15901	15068	7990	10093	19635	15471	18625	14422	20914	11661	11816	10420	host	gene-NRS_1562
gene-NRS_1580	10061	10209	8993	10698	8505	7443	7360	10324	4680	5376	5622	5023	2024	3651	4499	3854	2118	2286	1099	1157	2799	2281	2337	1776	3081	1748	1517	1425	host	gene-NRS_1580
gene-NRS_297	1247	969	841	976	1255	757	784	1126	792	567	612	574	261	427	964	440	347	334	165	205	387	278	355	284	490	243	182	147	host	gene-NRS_297
gene-NRS_363	3339	2975	2972	3250	3587	2522	2495	3698	2508	2045	2120	2046	1120	2077	3057	2000	1503	1660	1493	1466	1808	1359	1877	1387	1553	890	994	982	host	gene-NRS_363
gene-CPT_phageK_gp044	851	895	836	983	3400	2778	3054	3809	3785	4165	4292	4076	2272	1810	3227	2300	976	1232	572	648	940	929	1168	791	716	585	543	3717	phage	gene-CPT_phageK_gp044
gene-NRS_110	389	333	257	177	302	166	223	311	171	167	150	156	81	85	135	85	82	82	34	44	64	47	87	62	100	45	37	29	host	gene-NRS_110
gene-NRS_2112	6483	6722	6104	6647	6279	4806	5619	7778	3572	4394	4395	4299	1823	4257	3857	3406	2209	2452	2868	2679	2878	2119	2903	2098	2726	1499	1840	1761	host	gene-NRS_2112
gene-NRS_334	1205	1333	1075	1355	1058	891	1092	1309	606	611	777	721	257	487	591	372	332	290	219	187	399	350	394	260	348	234	242	199	host	gene-NRS_334
gene-NRS_2636	119	153	146	173	147	124	137	161	100	85	103	110	37	75	112	88	38	67	24	41	83	64	70	63	55	59	61	32	host	gene-NRS_2636
gene-NRS_177	1051	990	805	966	1072	680	774	1020	768	532	614	563	261	468	772	465	328	360	230	242	483	358	434	282	391	238	269	199	host	gene-NRS_177
gene-NRS_2651	148	215	152	177	149	90	122	162	93	148	130	119	59	145	122	151	66	100	40	49	84	71	103	68	76	87	60	40	host	gene-NRS_2651
gene-NRS_410	24	45	37	37	44	42	27	30	26	24	40	22	11	11	27	15	13	16	4	7	24	22	28	15	18	21	22	15	host	gene-NRS_410
gene-NRS_426	245	181	165	112	147	110	114	140	73	55	69	59	24	38	41	28	22	27	12	6	27	19	32	20	16	14	9	11	host	gene-NRS_426
gene-NRS_852	4479	4049	3611	3972	4890	3497	3521	4582	2800	2439	2962	2509	1202	2066	3369	2198	1420	1756	1121	1138	1822	1539	2099	1313	1781	964	982	932	host	gene-NRS_852
gene-NRS_1054	425	249	249	231	446	209	261	263	257	184	187	128	83	102	213	112	73	114	66	55	82	80	106	69	78	47	33	38	host	gene-NRS_1054
gene-NRS_1547	5570	6157	5931	6595	5391	4624	5616	7171	3038	3381	3817	3270	1533	2740	3401	2335	1822	2004	1181	1256	2439	1694	2210	1689	2516	1272	1238	1153	host	gene-NRS_1547
gene-NRS_1203	1212	878	809	613	1265	960	805	899	907	555	566	552	339	179	568	145	245	301	105	146	361	276	329	228	285	114	112	107	host	gene-NRS_1203
gene-NRS_362	4234	3592	3342	3149	4128	2735	2851	3750	2690	2312	2418	2180	1105	1563	2747	1744	1208	1374	966	1008	1411	1122	1562	1108	1452	746	923	751	host	gene-NRS_362
gene-NRS_356	335	216	176	206	445	148	153	253	313	120	149	100	75	111	296	133	115	162	79	94	151	121	157	120	151	96	100	61	host	gene-NRS_356
gene-CPT_phageK_gp194	280	661	644	434	3996	3340	4428	7069	12767	16947	16202	17586	19687	18578	28273	24828	23011	31983	16936	18622	19495	17032	26788	18160	17736	13848	13789	11632	phage	gene-CPT_phageK_gp194
gene-NRS_2377	2047	2167	1691	1736	1725	835	1447	1851	829	778	778	720	277	476	751	650	450	377	238	274	561	424	548	394	626	347	358	318	host	gene-NRS_2377
gene-NRS_1951	2657	3268	3484	2778	2319	2726	2650	3536	1458	2148	2294	2188	1380	1226	1559	765	921	1299	306	497	1292	1074	1553	1188	1294	778	743	566	host	gene-NRS_1951
gene-NRS_2369	16739	8964	8979	7118	17775	6526	7155	9348	10974	6701	6385	6812	3692	4106	10636	4704	3582	4155	2122	2675	4371	2731	4224	2821	3854	1697	1874	1692	host	gene-NRS_2369
gene-NRS_1403	223	219	192	134	177	151	149	207	101	124	136	118	73	86	98	76	47	69	39	50	87	65	94	74	95	46	51	27	host	gene-NRS_1403
gene-NRS_799	3488	3273	3567	2310	3084	1800	2278	3009	1983	2011	1905	1913	1109	1119	2725	1208	1455	1557	915	1002	1842	1136	1918	1344	2110	985	986	853	host	gene-NRS_799
gene-NRS_1993	1297	1598	1464	1194	1193	1045	1349	1529	778	1166	1660	1104	719	790	1061	918	558	954	310	344	794	955	1286	859	887	868	741	440	host	gene-NRS_1993
gene-NRS_579	10044	12032	10815	14566	10753	10307	10952	13652	7278	7515	10013	8391	4694	10804	13742	9143	6864	6870	4232	4642	8833	6765	7630	5815	7555	5011	4797	4172	host	gene-NRS_579
gene-NRS_1296	713	645	593	682	573	432	457	617	331	337	383	374	147	280	407	336	206	217	110	108	313	216	252	191	311	137	166	144	host	gene-NRS_1296
gene-CPT_phageK_gp101	761	2229	1548	1363	12946	10462	12744	21293	64200	76413	84623	97339	161039	192474	311912	220432	113958	144472	70469	76053	72953	75670	99227	67719	58149	38845	42297	35058	phage	gene-CPT_phageK_gp101
gene-CPT_phageK_gp228	191	384	417	373	3248	3213	3124	4931	11093	12850	15151	15705	11797	13369	19479	12186	5818	7708	12103	4694	4596	4385	6421	11817	2972	2682	2808	2202	phage	gene-CPT_phageK_gp228
gene-NRS_1075	1024	507	555	476	947	490	431	643	674	311	329	301	226	235	521	169	378	298	126	176	654	266	383	320	698	237	196	170	host	gene-NRS_1075
gene-NRS_1755	2167	1225	1382	767	2113	977	1002	1263	1438	1046	807	1072	632	392	1311	594	581	670	467	521	815	470	800	561	769	446	410	290	host	gene-NRS_1755
gene-NRS_1174	16348	15145	13299	18955	17421	14232	14570	17208	9674	8954	11028	9209	4333	14302	12205	10679	5798	7403	5727	5573	7946	6517	7878	5570	7155	4818	4726	4326	host	gene-NRS_1174
gene-NRS_676	2884	3521	3168	4304	3168	2675	2796	4100	1833	1852	2287	2110	1089	2717	2533	2042	1171	1323	452	692	1552	1281	1472	1135	1592	791	829	745	host	gene-NRS_676
gene-NRS_1554	6791	6502	5663	6683	6786	4672	5287	7207	4182	3690	4073	3771	1762	3046	4349	2989	1850	2015	1021	1195	2221	1692	2044	1574	2208	1093	1211	982	host	gene-NRS_1554
gene-NRS_2144	2631	3056	2636	2965	2876	2105	2501	3196	1767	1523	1699	1563	706	1408	2559	1494	1309	1303	713	805	1836	1225	1592	1187	1708	988	992	854	host	gene-NRS_2144
gene-NRS_2294	35029	31129	25693	30380	33618	19312	23457	32547	20492	15466	17119	16129	7200	13727	23052	14853	11524	11493	5568	6337	15469	10846	12963	9456	15942	9112	7831	7197	host	gene-NRS_2294
gene-NRS_1065	4660	5501	5134	5612	4418	4222	4628	6437	2548	2991	3339	2903	1222	2032	2690	2042	1389	1565	788	920	1938	1432	1842	1332	1915	1075	1016	909	host	gene-NRS_1065
gene-NRS_1268	18041	19876	18470	28550	21674	19745	19327	27248	12735	13027	17206	14336	8157	27890	22262	23102	12803	13882	10292	10740	16766	13470	15254	11574	14818	9954	9126	8741	host	gene-NRS_1268
gene-NRS_2536	3178	2547	1965	2456	3398	1426	1955	2731	2024	1337	1324	1368	603	1325	2235	1382	1029	1055	478	562	1248	833	1142	797	996	626	689	528	host	gene-NRS_2536
